,TRACTCE,Disadvantage,Medfaminc,SNAP%,PovertyRate,mrFEI,mrFEI_food_desert_swamp,mrFEI_food_desert,TargetLabel,mrFEI_food_desert_swamp_cluster_desert
467,054900,0.245935097,78625.0,0.143023938,14.2,0.35,0,0,0,0
468,058200,0.154524863,93785.0,0.138533175,20.7,0.3333333333333333,0,0,0,0
469,059100,0.111391008,117237.0,0.138826191,8.1,0.4615384615384615,0,0,0,0
470,03700,0.128871292,148281.0,0.03865426,6.4,0.2,0,0,0,0
471,026000,0.212585866,59514.0,0.190082639,14.5,0.4285714285714285,0,0,0,0
472,037900,0.312988698,46713.0,0.217472121,28.7,0.2727272727272727,0,0,1,1
473,02200,0.317574799,47135.0,0.282802552,25.9,0.2,0,0,1,1
474,047000,0.224509373,63208.0,0.210097715,27.8,0.7142857142857143,0,0,1,1
475,040200,0.231178001,82368.0,0.222222224,25.1,0.3076923076923077,0,0,0,0
476,0123700,0.502493978,40464.0,0.481639624,52.3,0.65,0,0,1,1
477,067800,0.104680292,99676.0,0.092436977,5.8,0.0,1,1,0,1
478,059600,0.179058045,90208.0,0.196428567,11.1,0.3333333333333333,0,0,0,0
479,040900,0.395058811,45417.0,0.332839131,32.9,0.4545454545454545,0,0,1,1
480,054400,0.230306253,79167.0,0.232744783,25.7,1.0,0,0,1,1
481,054600,0.30418691,60833.0,0.341239899,17.3,0.75,0,0,1,1
482,091600,0.438505322,46818.0,0.614258409,40.9,0.6875,0,0,1,1
483,0119400,0.361503989,45606.0,0.293400288,36.7,0.5789473684210527,0,0,1,1
484,013900,0.049864534,173375.0,0.066155992,9.9,0.1052631578947368,0,0,0,0
485,021500,0.151092812,148589.0,0.149156436,16.2,0.1764705882352941,0,0,0,0
486,041900,0.384760827,50660.0,0.352800012,21.9,0.8,0,0,1,1
487,040500,0.129035175,66576.0,0.104633778,25.3,1.0,0,0,0,0
488,051002,0.231168672,47766.0,0.324084997,11.0,0.25,0,0,0,0
489,019700,0.053387646,177000.0,0.047781572,11.9,0.4166666666666667,0,0,0,0
490,062200,0.196806699,83636.0,0.114720814,11.4,0.0,1,1,0,1
491,052600,0.155176684,71910.0,0.20501636,14.3,0.3333333333333333,0,0,0,0
492,052800,0.140415654,150966.0,0.142857149,14.3,0.8888888888888888,0,0,0,0
493,064000,0.049723148,141750.0,0.04159132,3.5,0.4,0,0,0,0
494,068200,0.159426972,92188.0,0.065536723,5.4,0.6666666666666666,0,0,0,0
495,083000,0.181170478,76028.0,0.179601789,12.2,0.3333333333333333,0,0,0,0
496,092000,0.424565434,38484.0,0.404740989,44.8,0.5,0,0,1,1
497,018100,0.078090087,118924.0,0.087353989,3.7,0.0869565217391304,1,0,0,1
498,0700,0.049136169,228333.0,0.018573996,5.2,0.0714285714285714,1,0,0,1
499,016400,0.0,123125.0,0.0,0.0,1.0,0,0,0,0
500,073200,0.197640806,97222.0,0.18980892,7.7,1.0,0,0,0,0
501,09800,0.330655515,46291.0,0.321599036,41.2,0.4285714285714285,0,0,1,1
502,0118400,0.240660787,59468.0,0.223552898,22.7,0.2916666666666667,0,0,1,1
503,079602,0.215299353,73537.0,0.20186916,19.3,0.35,0,0,0,0
504,092400,0.42553252,45551.0,0.457458556,16.2,0.3225806451612903,0,0,1,1
505,030200,0.224105865,78448.0,0.222064063,17.1,0.25,0,0,0,0
506,031100,0.278186589,73385.0,0.260457784,19.8,0.3333333333333333,0,0,1,1
507,033500,0.19854933,87083.0,0.195177957,14.8,0.6,0,0,0,0
508,035900,0.400538862,40250.0,0.341413319,42.2,0.75,0,0,1,1
509,040100,0.302968174,55321.0,0.242132872,30.3,0.5,0,0,1,1
510,041500,0.231183797,80743.0,0.231348395,17.5,0.375,0,0,0,0
511,0101000,0.190873548,86915.0,0.128440365,9.6,0.3636363636363636,0,0,0,0
512,0102200,0.112509198,75521.0,0.145669296,9.6,1.0,0,0,0,0
513,069602,0.134731919,84639.0,0.067312352,11.7,0.25,0,0,0,0
514,047400,0.364828527,53370.0,0.327217132,31.8,0.5454545454545454,0,0,1,1
515,047800,0.219213054,72589.0,0.216699794,27.8,0.5555555555555556,0,0,1,1
516,048200,0.218012139,61875.0,0.250710905,20.6,0.7142857142857143,0,0,0,0
517,034200,0.562693357,33408.0,0.667982757,44.0,0.4444444444444444,0,0,1,1
518,049700,0.128877074,81953.0,0.034285713,8.3,0.25,0,0,0,0
519,050100,0.102175832,136513.0,0.051420838,10.1,0.4545454545454545,0,0,0,0
520,050600,0.236634716,58544.0,0.208016232,20.0,0.3333333333333333,0,0,0,0
521,021600,0.40302828,37527.0,0.266509444,33.5,1.0,0,0,1,1
522,020400,0.065981857,113150.0,0.040178571,10.3,0.3333333333333333,0,0,0,0
523,021400,0.376733065,58274.0,0.369649798,34.9,0.6666666666666666,0,0,1,1
524,053700,0.467704535,37287.0,0.460856736,51.0,0.6666666666666666,0,0,1,1
525,06800,0.183747664,68984.0,0.129870132,30.7,0.2727272727272727,0,0,0,0
526,0115600,0.531663537,25119.0,0.574673474,41.2,0.3333333333333333,0,0,1,1
527,087000,0.313795507,47734.0,0.244165167,26.6,0.2,0,0,1,1
528,0113400,0.442768723,44103.0,0.527041376,44.3,0.4,0,0,1,1
529,0114201,0.324099928,71875.0,0.365853667,43.0,0.0,1,1,1,1
530,035000,0.294072032,65600.0,0.397435904,17.3,0.3333333333333333,0,0,1,1
531,022700,0.101128332,142034.0,0.138072848,9.4,0.2432432432432432,0,0,0,0
532,014500,0.137372658,115720.0,0.111556061,10.9,0.3333333333333333,0,0,0,0
533,013300,0.027898654,250001.0,0.04180602,3.7,0.15,0,0,0,0
534,036100,0.457653582,39080.0,0.447889745,30.0,0.1428571428571428,0,0,1,1
535,021100,0.1774472,92500.0,0.254098356,11.8,0.6666666666666666,0,0,0,0
536,041200,0.282766163,101538.0,0.25469169,17.5,0.4,0,0,0,0
537,090000,0.477190942,36429.0,0.53014791,40.6,0.2352941176470588,0,0,1,1
538,0111800,0.343119442,70587.0,0.497826099,30.7,0.625,0,0,1,1
539,0116800,0.280075788,49000.0,0.305514157,25.5,0.4444444444444444,0,0,1,1
540,059402,0.122336164,106667.0,0.148402944,6.1,0.2592592592592592,0,0,0,0
541,016000,0.191537321,97650.0,0.117245659,15.3,0.2619047619047619,0,0,0,0
542,018200,0.233177483,74028.0,0.246167719,18.8,0.625,0,0,0,0
543,043000,0.266034484,49961.0,0.26683718,27.2,0.35,0,0,1,1
544,030500,0.148107633,100976.0,0.12281879,17.2,0.1904761904761904,0,0,0,0
545,088200,0.1928882,60152.0,0.232829377,14.9,0.4444444444444444,0,0,0,0
546,029200,0.275381923,50708.0,0.302463055,18.2,0.3,0,0,1,1
547,042600,0.268034786,77951.0,0.276515156,29.7,0.3478260869565217,0,0,1,1
548,045400,0.191077396,113875.0,0.32135728,21.9,0.6666666666666666,0,0,0,0
549,029500,0.21793057,64705.0,0.132075474,19.9,0.3333333333333333,0,0,0,0
550,0501,0.046668362,214583.0,0.062047571,5.4,0.3636363636363636,0,0,0,0
551,089600,0.409203976,57639.0,0.506808758,26.0,0.3571428571428571,0,0,1,1
552,019100,0.08495234,137373.0,0.031523641,20.9,0.0769230769230769,1,0,0,1
553,031500,0.203440428,59167.0,0.159808233,14.2,0.4285714285714285,0,0,0,0
554,05000,0.03464859,160125.0,0.033126295,3.3,0.0,1,1,0,1
555,039600,0.177817091,86184.0,0.180834621,16.9,0.6,0,0,0,0
556,039800,0.225937828,72317.0,0.271807849,23.9,0.2727272727272727,0,0,1,1
557,093000,0.152403906,95368.0,0.11186114,11.4,0.1666666666666666,0,0,0,0
558,0112200,0.32184872,48125.0,0.232055753,24.9,0.3333333333333333,0,0,1,1
559,0102600,0.092543088,101218.0,0.090042375,4.2,0.5,0,0,0,0
560,027700,0.316675544,65429.0,0.309750289,28.0,0.625,0,0,1,1
561,074800,0.195899665,135417.0,0.175182477,16.4,0.5,0,0,0,0
562,076600,0.144532263,73549.0,0.134897366,13.9,1.0,0,0,0,0
563,030700,0.429205239,42718.0,0.403156847,48.6,0.1428571428571428,0,0,1,1
564,07700,0.105095364,208064.0,0.135558307,5.8,0.2580645161290322,0,0,0,0
565,06500,0.049825564,187381.0,0.0,5.3,0.2105263157894736,0,0,0,0
566,06200,0.152034044,129063.0,0.123943664,16.0,0.1818181818181818,0,0,0,0
567,042200,0.2433144,66354.0,0.178368121,17.2,0.4583333333333333,0,0,0,0
568,090600,0.601221561,31451.0,0.790857136,49.9,0.2903225806451613,0,0,1,1
569,049200,0.336584747,67695.0,0.231535271,25.8,0.2916666666666667,0,0,1,1
570,026400,0.252531558,59861.0,0.287068367,13.7,0.3333333333333333,0,0,0,0
571,04500,0.017337849,208125.0,0.006393862,3.4,0.2307692307692307,0,0,0,0
572,044500,0.227659225,71825.0,0.213028163,22.4,0.3125,0,0,0,0
573,055100,0.120383874,94375.0,0.109739974,12.5,0.1,0,0,0,0
574,022900,0.129846707,118375.0,0.163417429,16.7,0.2857142857142857,0,0,0,0
575,0112400,0.282626033,53996.0,0.31435445,24.7,0.6,0,0,1,1
576,030600,0.2428554,52351.0,0.196232334,21.6,0.0,1,1,0,1
577,030900,0.219945088,85673.0,0.242610842,21.4,0.0,1,1,0,1
578,05601,0.071805425,107411.0,0.061611373,7.6,0.3333333333333333,0,0,0,0
579,083400,0.170564651,79432.0,0.112847224,16.2,0.3333333333333333,0,0,0,0
580,0122000,0.306646556,48906.0,0.293901891,23.8,0.4666666666666667,0,0,1,1
581,013600,0.133521721,121516.0,0.081254452,14.6,0.3125,0,0,0,0
582,013700,0.083285086,173333.0,0.106815204,12.7,0.09375,0,0,0,0
583,016200,0.066236019,130729.0,0.052447554,9.8,0.25,0,0,0,0
584,051700,0.082890563,217917.0,0.018685121,9.2,0.2631578947368421,0,0,0,0
585,051800,0.12803936,66369.0,0.082682289,11.0,0.6,0,0,0,0
586,095400,0.128001168,104042.0,0.128807113,9.1,0.2727272727272727,0,0,0,0
587,096200,0.131541029,83894.0,0.158562362,13.6,0.4285714285714285,0,0,0,0
588,096800,0.12808682,88234.0,0.08747045,11.1,0.2,0,0,0,0
589,023100,0.134518906,117471.0,0.210942253,9.4,0.25,0,0,0,0
590,042400,0.3064394,71523.0,0.334507048,20.4,0.0,1,1,1,1
591,041000,0.189353094,73317.0,0.123613313,22.2,0.0,1,1,0,1
592,069200,0.037881885,139276.0,0.053699285,1.1,0.5,0,0,0,0
593,087200,0.263998181,57330.0,0.122605361,19.6,0.0,1,1,0,1
594,07200,0.350039423,42295.0,0.402646512,38.6,1.0,0,0,1,1
595,044800,0.16493082,66350.0,0.117231637,21.5,0.5,0,0,0,0
596,04600,0.07693477,195208.0,0.03717472,3.6,0.75,0,0,0,0
597,025901,0.287354469,58600.0,0.300279319,20.1,0.0,1,1,1,1
598,022400,0.324487954,51682.0,0.337404579,33.3,0.6363636363636364,0,0,1,1
599,058600,0.230579749,74375.0,0.24686192,15.7,0.2,0,0,0,0
600,028700,0.331038207,51116.0,0.30105105,26.2,0.2272727272727272,0,0,1,1
601,021300,0.212747365,63269.0,0.167015702,17.5,0.4,0,0,0,0
602,033100,0.278091252,75405.0,0.257216156,12.9,0.8,0,0,0,0
603,048400,0.249318719,57335.0,0.20120725,31.0,0.5,0,0,1,1
604,0112000,0.314338148,57813.0,0.381081074,34.9,0.2307692307692307,0,0,1,1
605,040800,0.108500339,113364.0,0.129086331,13.0,0.4285714285714285,0,0,0,0
606,019500,0.091894969,120125.0,0.036116045,9.1,0.1818181818181818,0,0,0,0
607,0152200,0.057373442,197008.0,0.114139691,14.0,0.2083333333333333,0,0,0,0
608,053800,0.177233681,86250.0,0.312822908,22.1,0.4666666666666667,0,0,0,0
609,077600,0.156686112,86607.0,0.08478383,8.7,0.4,0,0,0,0
610,01300,0.08677908,175417.0,0.0,28.4,0.3333333333333333,0,0,0,0
611,086200,0.194892526,51964.0,0.130262107,28.7,0.3846153846153846,0,0,0,0
612,011800,0.239315942,55406.0,0.152512997,24.4,0.1724137931034483,0,0,0,0
613,035602,0.171970367,62500.0,0.269996375,12.3,0.0,1,1,0,1
614,023500,0.419537961,43309.0,0.297693908,31.9,0.5454545454545454,0,0,1,1
615,031702,0.091025963,103056.0,0.05741325,10.3,0.4285714285714285,0,0,0,0
616,080000,0.092250705,115469.0,0.09923131,7.6,0.2,0,0,0,0
617,04700,0.055468474,219097.0,0.046258502,7.7,0.0,1,1,0,1
618,0115800,0.337384105,64226.0,0.386965364,23.3,0.0,1,1,1,1
619,016900,0.142655656,130583.0,0.106413998,8.1,0.16,0,0,0,0
620,032300,0.198106959,93580.0,0.105263159,17.5,0.3,0,0,0,0
621,014700,0.132441744,131964.0,0.058558557,16.1,0.8,0,0,0,0
622,03900,0.098619476,192361.0,0.124271847,5.2,0.4375,0,0,0,0
623,05800,0.153285801,76213.0,0.111698113,24.1,0.1923076923076923,0,0,0,0
624,057000,0.106985763,87130.0,0.114080831,8.7,0.0,1,1,0,1
625,043700,0.29325667,57458.0,0.20623377,25.1,0.5,0,0,1,1
626,075800,0.213737473,65991.0,0.289256185,5.6,0.25,0,0,0,0
627,090800,0.670221925,22050.0,0.579147637,70.0,0.2608695652173913,0,0,1,1
628,089000,0.254694223,54656.0,0.362771749,22.2,0.4,0,0,1,1
629,012600,0.212834641,57844.0,0.163895488,20.5,0.6363636363636364,0,0,0,0
630,015000,0.090287253,81083.0,0.034257747,10.5,0.1428571428571428,0,0,0,0
631,015900,0.042080455,250001.0,0.008543357,6.4,0.064516129032258,1,0,0,1
632,056500,0.13022092,106454.0,0.099942893,8.1,0.3076923076923077,0,0,0,0
633,034000,0.547075093,27199.0,0.552547753,42.2,0.1666666666666666,0,0,1,1
634,046000,0.224770889,76667.0,0.188857406,22.5,0.2857142857142857,0,0,0,0
635,086000,0.130400911,74934.0,0.079819277,13.6,0.2666666666666666,0,0,0,0
636,036300,0.454839081,35426.0,0.454123706,28.1,0.3,0,0,1,1
637,076000,0.231392786,96500.0,0.239819005,14.5,0.0,1,1,0,1
638,041401,0.242982894,67833.0,0.12808989,29.6,0.4,0,0,0,0
639,060000,0.130224645,112308.0,0.136291593,10.2,0.2352941176470588,0,0,0,0
640,030800,0.200571179,74667.0,0.271481931,13.7,0.25,0,0,0,0
641,017600,0.190668121,87596.0,0.179633871,20.1,0.4,0,0,0,0
642,036600,0.361900479,62938.0,0.299298525,35.0,0.5,0,0,1,1
643,05201,0.227838039,158281.0,0.350622416,29.4,0.0,1,1,0,1
644,07500,0.035792634,176815.0,0.016851228,6.1,0.131578947368421,0,0,0,0
645,087600,0.29980427,63088.0,0.319316685,20.6,0.0,1,1,1,1
646,03500,0.098215275,141406.0,0.085201792,8.1,0.25,0,0,0,0
647,081600,0.21760729,67308.0,0.256999999,16.2,0.2,0,0,0,0
648,069000,0.128567323,115491.0,0.146911517,9.8,0.4,0,0,0,0
649,051900,0.030272882,190338.0,0.013837327,5.7,0.2,0,0,0,0
650,067600,0.129690349,85357.0,0.126605511,11.4,0.5714285714285714,0,0,0,0
651,0301,0.047019392,250001.0,0.025755879,11.5,0.0,1,1,0,1
652,025500,0.578051567,24483.0,0.624094188,43.6,1.0,0,0,1,1
653,023800,0.415715843,38000.0,0.335834891,34.2,0.3571428571428571,0,0,1,1
654,096400,0.129596666,106397.0,0.129161119,9.3,0.3333333333333333,0,0,0,0
655,0112600,0.269387424,65938.0,0.219406679,27.8,0.5454545454545454,0,0,1,1
656,024400,0.280976921,50357.0,0.222693533,41.0,0.8,0,0,1,1
657,026900,0.213463292,87572.0,0.223632038,20.7,0.25,0,0,0,0
658,044400,0.300013125,62215.0,0.272495747,21.4,0.25,0,0,1,1
659,028100,0.46004951,29771.0,0.381294966,42.5,0.6153846153846154,0,0,1,1
660,029000,0.356300503,51953.0,0.345442951,19.1,0.0,1,1,1,1
661,042700,0.290843159,42421.0,0.225576296,36.0,0.2727272727272727,0,0,1,1
662,0101200,0.139130056,89485.0,0.130034521,11.3,0.25,0,0,0,0
663,055000,0.168958098,88667.0,0.19674556,14.5,0.625,0,0,0,0
664,016300,0.124525882,161327.0,0.0815534,11.5,0.2857142857142857,0,0,0,0
665,026600,0.246488526,49236.0,0.20483005,13.4,0.2666666666666666,0,0,0,0
666,039700,0.292410165,62438.0,0.281596452,32.1,0.625,0,0,1,1
667,010200,0.221261278,58388.0,0.218649521,23.1,0.3225806451612903,0,0,0,0
668,082600,0.216747984,64719.0,0.252830178,12.8,0.3,0,0,0,0
669,023400,0.552031875,31938.0,0.509661853,52.1,0.4,0,0,1,1
